gene,crc_expr
AC007292.6,0.00040731456258763456
AC007298.2,8.867114157045719e-05
AC007319.1,0.0006893574252716758
AC007325.2,0.00017763429153185007
AC007325.4,0.012051547096197695
AC007336.2,0.0003558613346583305
AC007342.4,0.0010537080623859336
AC007342.5,0.0016976451304083048
AC007349.2,0.004455716533009588
AC007349.5,0.0004399407784274547
AC007349.7,0.00022310943043462946
AC007364.1,0.004078909674210124
AC007365.1,0.0035970769002575485
AC007365.3,0.0008870552890557033
AC007370.1,0.0005238744486863555
AC007370.2,0.0006668802100949255
AC007378.1,0.0004545360486936223
AC007381.1,0.000620932545195863
AC007381.3,0.0004974609196628693
AC007383.2,0.009983615982737946
AC007383.3,0.0026872960481366796
AC007383.4,0.0010380083180262698
AC007384.1,0.02214550902936432
AC007386.2,0.002208109398922105
AC007386.4,0.003430193765081148
AC007388.1,0.009288801233189013
AC007389.5,0.00043076073614617904
AC007391.2,9.210770054392871e-05
AC007392.3,0.00010843104286250831
AC007403.2,8.308668438348841e-05
AC007405.1,0.00042085403232704877
AC007405.3,0.0020481498206450575
AC007405.4,0.00020678971851679598
AC007405.6,0.0026357410537400654
AC007406.3,0.0022013960440118497
AC007448.3,0.0061448126015702705
AC007450.1,3.949940458420276e-05
AC007485.1,7.836132721074293e-05
AC007493.1,0.000336837531713905
AC007494.2,0.0006815350694879142
AC007496.2,0.00078173146080474
AC007529.2,0.00030037328060059744
AC007533.1,0.0003855846215792692
AC007541.1,0.013624511206539307
AC007556.1,0.00015567991019726786
AC007563.2,0.0026738817243423126
AC007563.5,0.0013470668120871812
AC007566.1,0.0020398542667712754
AC007566.10,0.0002536001395630442
AC007569.1,0.0004997061222527157
AC007598.2,0.0006946052683298551
AC007601.1,0.0003182093778160141
AC007608.1,0.0011233616664956443
AC007608.2,0.000259546113250156
AC007608.3,0.0011269232456350262
AC007611.1,0.0007068830320921724
AC007613.1,0.026651385245492678
AC007614.1,0.0002571677320040297
AC007619.1,0.0006593545798809797
AC007620.2,0.008168510215063922
AC007620.3,0.0014053757567700034
