gene,lihc_expr
AC005606.14,0.006869122730793581
AC005606.15,0.006446214395299997
AC005609.17,1.1203987918596844e-05
AC005614.1,0.009921742697073186
AC005614.3,0.001626102056801007
AC005614.5,0.00937975614578052
AC005616.1,0.0001553182813803024
AC005616.2,0.0003230567838927708
AC005618.6,0.0007366015738359861
AC005625.1,9.46265096774815e-05
AC005632.3,0.014856083157357909
AC005670.2,0.003629783942884665
AC005670.3,0.02464262768895306
AC005674.2,0.009078120989319836
AC005682.5,0.005175126734736076
AC005682.6,0.002676810403984876
AC005697.1,0.012399599655301312
AC005702.2,0.002759116433539569
AC005726.1,0.0005567055211471944
AC005726.2,0.12297683722884097
AC005740.3,2.7509384140808586e-05
AC005740.4,2.4758507619479216e-05
AC005740.5,0.007821378183965586
AC005740.6,0.0007740638443810656
AC005752.10,0.001525791842105344
AC005757.6,0.0004411096932235706
AC005758.1,0.0004383358945610505
AC005775.2,0.0014924018460884432
AC005776.1,0.0006488549528097383
AC005779.2,0.0005048532308368818
AC005780.1,0.00029262933331878304
AC005785.2,0.005748402948633056
AC005785.5,0.004943567749581959
AC005786.7,0.007026135736370817
AC005795.1,0.011315163913558702
AC005796.2,0.0004110303073027706
AC005808.3,0.0006757823896578772
AC005822.1,0.0008952742727132896
AC005837.1,0.014019999035244415
AC005837.2,0.0014381793142598696
AC005838.2,0.005227585359387443
AC005840.1,0.000586935166908967
AC005899.8,0.015775112626381163
AC005912.1,0.0038620329732895584
AC005932.1,0.00045941530310375717
AC005943.1,0.3035668872269643
AC005943.6,0.012861317627774923
AC005944.2,0.03926294661362288
AC005954.4,0.0036219495213457376
AC006000.5,9.022563751476358e-05
AC006001.3,0.06304956958978984
AC006011.4,0.02078092790171437
AC006014.7,0.00446933327473814
AC006014.8,0.0008863937394127209
AC006019.3,0.0002799812834678502
AC006026.13,0.002539362913836438
AC006026.9,0.00011057937619462954
AC006028.11,0.0005537740732201632
AC006030.1,0.08635823995574907
AC006033.22,0.0009412310311063276
AC006042.6,0.0056320981523264296
AC006042.7,0.0012849610425549624
AC006042.8,0.011277567239007974
AC006059.2,0.0010081452636723487
AC006077.3,0.006029556597961694
AC006116.12,0.000702708508734521
AC006116.13,0.00027448204067009375
AC006116.17,0.0012949967244916477
AC006116.19,0.00014385886739457
AC006116.20,0.0035462869539419047
AC006116.21,0.0003971021033171056
AC006116.22,0.0004476817909940969
AC006116.24,0.006104062273287384
AC006116.27,0.009171469715033367
AC006126.3,8.242400489675807e-05
AC006128.2,0.005320499790396226
AC006129.1,0.013468538280433588
AC006129.2,0.09929133189820966
AC006129.3,0.014969606848930755
AC006130.3,0.0008224862933828026
AC006141.1,0.016900736516996345
AC006153.3,0.0002706325380079139
AC006160.5,0.0007504684612387026
AC006195.2,0.0015065877845512512
AC006213.2,0.007777710392418054
AC006254.1,0.03537198129709044
AC006262.4,0.0004201934071175679
AC006262.5,0.00017973645468591156
AC006272.2,0.0020429518680934234
AC006273.4,0.000606587709646357
AC006273.5,0.0010136371785742168
AC006277.2,0.0007563292459420596
AC006277.3,0.002047885306729806
AC006333.2,0.007696332590001876
AC006369.2,0.017510223158762956
AC006372.4,0.00015733511354263798
AC006372.5,0.0001683358861098945
AC006378.2,0.0017315075489932376
AC006445.7,0.00013148243221099327
AC006449.2,0.002075541643643599
AC006449.6,0.05507274707690934
AC006460.2,0.019450959737515258
