src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
1951,1173,P62249,Q6ZN17,RPS16,LIN28B,ppi,-1,1173|1951
1813,193,Q9P2F8,Q8IWV7,SIPA1L2,UBR1,ppi,-1,193|1813
884,735,O15431,Q12959,SLC31A1,DLG1,ppi,-1,735|884
769,283,C9JYI4,Q96T88,KPNA1,UHRF1,ppi,-1,283|769
502,668,Q9UNE0,Q99741,EDAR,CDC6,ppi,-1,502|668
502,785,Q9UNE0,O14964,EDAR,HGS,ppi,-1,502|785
1651,1728,Q13257,Q9Y4K4,MAD2L1,MAP4K5,ppi,-1,1651|1728
242,1385,Q8WZ60,P32519,KLHL6,ELF1,ppi,-1,242|1385
1606,609,O00422,Q9BYW2,SAP18,SETD2,ppi,-1,609|1606
1867,576,P25815,O95295,S100P,SNAPIN,ppi,-1,576|1867
1786,543,Q7Z7B0,P31321,FILIP1,PRKAR1B,ppi,-1,543|1786
316,507,Q9H0M0,P24928,WWP1,POLR2A,ppi,-1,316|507
316,872,Q9H0M0,P62487,WWP1,POLR2G,ppi,-1,316|872
1868,1330,P29034,Q15154,S100A2,PCM1,ppi,-1,1330|1868
155,333,Q6PJ21,Q9NR09,SPSB3,BIRC6,ppi,-1,155|333
1786,189,Q7Z7B0,Q86YT6,FILIP1,MIB1,ppi,-1,189|1786
1314,955,P01909,P01889,HLA-DQA1,HLA-B,ppi,-1,955|1314
1868,1922,P29034,O15085,S100A2,ARHGEF11,ppi,-1,1868|1922
281,489,Q96S21,Q9UPT9,RAB40C,USP22,ppi,-1,281|489
1774,1546,P01135,Q9BTU6,TGFA,PI4K2A,ppi,-1,1546|1774
1774,1719,P01135,Q9P2X3,TGFA,IMPACT,ppi,-1,1719|1774
970,518,P0DMV8,P50542,HSPA1A,PEX5,ppi,-1,518|970
791,221,P04271,Q8NHM5,S100B,KDM2B,ppi,-1,221|791
1807,811,P17181,P21802,IFNAR1,FGFR2,ppi,-1,811|1807
1469,1745,Q9NRI5,Q9H2K2,DISC1,TNKS2,ppi,-1,1469|1745
884,154,O15431,Q6PCT2,SLC31A1,FBXL19,ppi,-1,154|884
1371,1079,Q04721,Q13105,NOTCH2,ZBTB17,ppi,-1,1079|1371
1762,350,Q56A73,Q9NXF7,SPIN4,DCAF16,ppi,-1,350|1762
1465,1022,Q99848,P61254,EBNA1BP2,RPL26,ppi,-1,1022|1465
1075,236,Q9UPP1,Q8WVD3,PHF8,RNF138,ppi,-1,236|1075
615,1080,Q9UER7,Q13601,DAXX,KRR1,ppi,-1,615|1080
1667,704,P21709,P24468,EPHA1,NR2F2,ppi,-1,704|1667
275,2097,Q96MT1,P25054,RNF145,APC,ppi,-1,275|2097
1080,1331,Q13601,Q9HCM4,KRR1,EPB41L5,ppi,-1,1080|1331
684,405,Q9BZQ4,Q9Y3I1,NMNAT2,FBXO7,ppi,-1,405|684
253,2051,Q96A61,Q15051,TRIM52,IQCB1,ppi,-1,253|2051
1173,1046,Q6ZN17,Q9GZR7,LIN28B,DDX24,ppi,-1,1046|1173
970,1466,P0DMV8,Q9H0K1,HSPA1A,SIK2,ppi,-1,970|1466
1371,1007,Q04721,P15880,NOTCH2,RPS2,ppi,-1,1007|1371
1711,2022,Q9H5N1,Q13042,RABEP2,CDC16,ppi,-1,1711|2022
1080,1262,Q13601,P67809,KRR1,YBX1,ppi,-1,1080|1262
211,341,Q8NC42,Q9NV58,RNF149,RNF19A,ppi,-1,211|341
1534,539,P61073,P23458,CXCR4,JAK1,ppi,-1,539|1534
970,966,P0DMV8,O43318,HSPA1A,MAP3K7,ppi,-1,966|970
1867,1162,P25815,Q96RK0,S100P,CIC,ppi,-1,1162|1867
474,416,Q96JH7,O00507,VCPIP1,USP9Y,ppi,-1,416|474
211,2008,Q8NC42,O60493,RNF149,SNX3,ppi,-1,211|2008
502,811,Q9UNE0,P21802,EDAR,FGFR2,ppi,-1,502|811
502,812,Q9UNE0,P22455,EDAR,FGFR4,ppi,-1,502|812
1868,1641,P29034,P17676,S100A2,CEBPB,ppi,-1,1641|1868
599,1033,Q12906,Q15361,ILF3,TTF1,ppi,-1,599|1033
253,1121,Q96A61,P51587,TRIM52,BRCA2,ppi,-1,253|1121
1534,2051,P61073,Q15051,CXCR4,IQCB1,ppi,-1,1534|2051
1769,1666,P28715,P19784,ERCC5,CSNK2A2,ppi,-1,1666|1769
2036,252,Q96CW5,Q969V5,TUBGCP3,MUL1,ppi,-1,252|2036
791,1346,P04271,Q15554,S100B,TERF2,ppi,-1,791|1346
1667,123,P21709,Q15386,EPHA1,UBE3C,ppi,-1,123|1667
162,1068,Q6X9E4,Q01196,FBXW12,RUNX1,ppi,-1,162|1068
162,1030,Q6X9E4,Q13761,FBXW12,RUNX3,ppi,-1,162|1030
884,821,O15431,P42345,SLC31A1,MTOR,ppi,-1,821|884
1091,1672,Q9H9R9,P48730,DBNDD1,CSNK1D,ppi,-1,1091|1672
837,587,P04554,P05412,PRM2,JUN,ppi,-1,587|837
884,1670,O15431,P36894,SLC31A1,BMPR1A,ppi,-1,884|1670
1645,1033,P20333,Q15361,TNFRSF1B,TTF1,ppi,-1,1033|1645
1043,1208,Q96AQ6,Q9UNK0,PBXIP1,STX8,ppi,-1,1043|1208
376,679,Q9UK22,P00533,FBXO2,EGFR,ppi,-1,376|679
1868,180,P29034,Q86WB0,S100A2,ZC3HC1,ppi,-1,180|1868
745,157,Q5T5X7,Q6Q0C0,BEND3,TRAF7,ppi,-1,157|745
970,550,P0DMV8,O75376,HSPA1A,NCOR1,ppi,-1,550|970
837,310,P04554,Q9C0C9,PRM2,UBE2O,ppi,-1,310|837
1774,1310,P01135,Q15836,TGFA,VAMP3,ppi,-1,1310|1774
497,1596,P14635,P30291,CCNB1,WEE1,ppi,-1,497|1596
910,632,Q13571,P46937,LAPTM5,YAP1,ppi,-1,632|910
1951,1080,P62249,Q13601,RPS16,KRR1,ppi,-1,1080|1951
1868,71,P29034,P29590,S100A2,PML,ppi,-1,71|1868
1868,931,P29034,Q9NYA4,S100A2,MTMR4,ppi,-1,931|1868
1868,52,P29034,O95835,S100A2,LATS1,ppi,-1,52|1868
815,1850,P29317,Q9ULW0,EPHA2,TPX2,ppi,-1,815|1850
377,393,Q9UK96,Q9UNE7,FBXO10,STUB1,ppi,-1,377|393
2011,1401,P23396,O76021,RPS3,RSL1D1,ppi,-1,1401|2011
1262,126,P67809,Q2Q1W2,YBX1,TRIM71,ppi,-1,126|1262
948,1075,Q9NRW3,Q9UPP1,APOBEC3C,PHF8,ppi,-1,948|1075
1868,121,P29034,Q149N8,S100A2,SHPRH,ppi,-1,121|1868
253,1781,Q96A61,Q9BX63,TRIM52,BRIP1,ppi,-1,253|1781
1556,409,P49458,Q9Y4X5,SRP9,ARIH1,ppi,-1,409|1556
884,1781,O15431,Q9BX63,SLC31A1,BRIP1,ppi,-1,884|1781
1868,1649,P29034,Q01826,S100A2,SATB1,ppi,-1,1649|1868
521,1409,O60674,Q96KB5,JAK2,PBK,ppi,-1,521|1409
1867,1760,P25815,P46939,S100P,UTRN,ppi,-1,1760|1867
1867,1372,P25815,P15056,S100P,BRAF,ppi,-1,1372|1867
1807,927,P17181,Q9BT67,IFNAR1,NDFIP1,ppi,-1,927|1807
1939,2039,Q14192,O75030,FHL2,MITF,ppi,-1,1939|2039
836,815,Q9UM73,P29317,ALK,EPHA2,ppi,-1,815|836
1939,1215,Q14192,O75182,FHL2,SIN3B,ppi,-1,1215|1939
1443,427,P17275,P46736,JUNB,BRCC3,ppi,-1,427|1443
659,801,Q9NRD5,P08648,PICK1,ITGA5,ppi,-1,659|801
1868,1718,P29034,Q9P270,S100A2,SLAIN2,ppi,-1,1718|1868
1939,2097,Q14192,P25054,FHL2,APC,ppi,-1,1939|2097
376,181,Q9UK22,Q86WC4,FBXO2,OSTM1,ppi,-1,181|376
2011,1262,P23396,P67809,RPS3,YBX1,ppi,-1,1262|2011
1130,1551,Q15831,Q9Y5X1,STK11,SNX9,ppi,-1,1130|1551
87,320,P62877,Q9H3F6,RBX1,KCTD10,ppi,-1,87|320
1160,157,Q15911,Q6Q0C0,ZFHX3,TRAF7,ppi,-1,157|1160
90,157,P78317,Q6Q0C0,RNF4,TRAF7,ppi,-1,90|157
253,690,Q96A61,O94761,TRIM52,RECQL4,ppi,-1,253|690
729,1156,P41229,Q86YC2,KDM5C,PALB2,ppi,-1,729|1156
497,1127,P14635,Q08999,CCNB1,RBL2,ppi,-1,497|1127
497,1631,P14635,P14136,CCNB1,GFAP,ppi,-1,497|1631
1606,1739,O00422,O15234,SAP18,CASC3,ppi,-1,1606|1739
1645,999,P20333,O94992,TNFRSF1B,HEXIM1,ppi,-1,999|1645
1868,1779,P29034,Q16537,S100A2,PPP2R5E,ppi,-1,1779|1868
181,113,Q86WC4,Q13490,OSTM1,BIRC2,ppi,-1,113|181
1645,2102,P20333,Q6P4R8,TNFRSF1B,NFRKB,ppi,-1,1645|2102
87,362,P62877,Q9P2K6,RBX1,KLHL42,ppi,-1,87|362
1651,1906,Q13257,Q01664,MAD2L1,TFAP4,ppi,-1,1651|1906
1801,251,Q9BQ15,Q969U6,NABP2,FBXW5,ppi,-1,251|1801
1141,807,Q9NTG7,P12931,SIRT3,SRC,ppi,-1,807|1141
1868,134,P29034,Q5TA31,S100A2,RNF187,ppi,-1,134|1868
1846,431,Q5FBB7,P62068,SGOL1,USP46,ppi,-1,431|1846
1513,1966,P26951,Q4U2R8,IL3RA,SLC22A6,ppi,-1,1513|1966
1867,965,P25815,O15392,S100P,BIRC5,ppi,-1,965|1867
2033,1907,P27348,Q13009,YWHAQ,TIAM1,ppi,-1,1907|2033
1160,745,Q15911,Q5T5X7,ZFHX3,BEND3,ppi,-1,745|1160
502,1316,Q9UNE0,P10586,EDAR,PTPRF,ppi,-1,502|1316
809,834,P16234,Q96JA1,PDGFRA,LRIG1,ppi,-1,809|834
420,770,O94782,P52292,USP1,KPNA2,ppi,-1,420|770
1939,72,Q14192,P35226,FHL2,BMI1,ppi,-1,72|1939
659,1866,Q9NRD5,P22694,PICK1,PRKACB,ppi,-1,659|1866
512,1068,Q13950,Q01196,RUNX2,RUNX1,ppi,-1,512|1068
512,1030,Q13950,Q13761,RUNX2,RUNX3,ppi,-1,512|1030
1469,50,Q9NRI5,O95714,DISC1,HERC2,ppi,-1,50|1469
563,802,Q16665,P09619,HIF1A,PDGFRB,ppi,-1,563|802
532,2064,P54829,Q9H8V3,STK36,ECT2,ppi,-1,532|2064
948,694,Q9NRW3,P54132,APOBEC3C,BLM,ppi,-1,694|948
1868,2042,P29034,Q96RL1,S100A2,UIMC1,ppi,-1,1868|2042
590,1134,P10070,Q86X55,GLI2,CARM1,ppi,-1,590|1134
211,1316,Q8NC42,P10586,RNF149,PTPRF,ppi,-1,211|1316
659,767,Q9NRD5,Q9UHD2,PICK1,TBK1,ppi,-1,659|767
1939,725,Q14192,Q9H4A3,FHL2,WNK1,ppi,-1,725|1939
791,1075,P04271,Q9UPP1,S100B,PHF8,ppi,-1,791|1075
1994,1054,Q99259,P51451,GAD1,BLK,ppi,-1,1054|1994
1887,1939,Q8WY41,Q14192,NANOS1,FHL2,ppi,-1,1887|1939
1915,1081,Q92539,Q13627,LPIN2,DYRK1A,ppi,-1,1081|1915
1870,1597,P29475,P35228,NOS1,NOS2,ppi,-1,1597|1870
253,2083,Q96A61,O95602,TRIM52,POLR1A,ppi,-1,253|2083
769,22,C9JYI4,O43791,KPNA1,SPOP,ppi,-1,22|769
896,438,P10114,Q15040,RAP2A,JOSD1,ppi,-1,438|896
1867,140,P25815,Q5VTR2,S100P,RNF20,ppi,-1,140|1867
1939,613,Q14192,Q9HCU9,FHL2,BRMS1,ppi,-1,613|1939
1160,964,Q15911,O14618,ZFHX3,CCS,ppi,-1,964|1160
933,31,Q9UBF6,O75159,RNF7,SOCS5,ppi,-1,31|933
982,271,Q6GPH4,Q96LD4,XAF1,TRIM47,ppi,-1,271|982
745,293,Q5T5X7,Q9BUZ4,BEND3,TRAF4,ppi,-1,293|745
819,962,P40238,Q13740,MPL,ALCAM,ppi,-1,819|962
1549,466,Q9UBN4,Q92995,TRPC4,USP13,ppi,-1,466|1549
211,1686,Q8NC42,Q13873,RNF149,BMPR2,ppi,-1,211|1686
721,866,O95502,P02751,NPTXR,FN1,ppi,-1,721|866
1469,64,Q9NRI5,P14373,DISC1,TRIM27,ppi,-1,64|1469
292,1346,Q9BSM1,Q15554,PCGF1,TERF2,ppi,-1,292|1346
253,1077,Q96A61,Q9Y4A5,TRIM52,TRRAP,ppi,-1,253|1077
1403,690,P22459,O94761,KCNA4,RECQL4,ppi,-1,690|1403
160,1087,Q6UWE0,P68133,LRSAM1,ACTA1,ppi,-1,160|1087
1847,1616,Q8WWK9,Q7Z2W7,CKAP2,TRPM8,ppi,-1,1616|1847
1898,1715,O75365,Q9NWM3,PTP4A3,CUEDC1,ppi,-1,1715|1898
770,1134,P52292,Q86X55,KPNA2,CARM1,ppi,-1,770|1134
853,942,P14859,P54652,POU2F1,HSPA2,ppi,-1,853|942
1676,1397,P61328,Q96EB6,FGF12,SIRT1,ppi,-1,1397|1676
316,930,Q9H0M0,Q9NV92,WWP1,NDFIP2,ppi,-1,316|930
1499,2033,Q969F2,P27348,NKD2,YWHAQ,ppi,-1,1499|2033
1705,1985,Q99988,Q96S59,GDF15,RANBP9,ppi,-1,1705|1985
1867,98,P25815,Q09472,S100P,EP300,ppi,-1,98|1867
1868,1354,P29034,Q8NBJ4,S100A2,GOLM1,ppi,-1,1354|1868
1939,550,Q14192,O75376,FHL2,NCOR1,ppi,-1,550|1939
1651,1075,Q13257,Q9UPP1,MAD2L1,PHF8,ppi,-1,1075|1651
1910,955,Q16635,P01889,TAZ,HLA-B,ppi,-1,955|1910
933,236,Q9UBF6,Q8WVD3,RNF7,RNF138,ppi,-1,236|933
970,1064,P0DMV8,O60566,HSPA1A,BUB1B,ppi,-1,970|1064
769,1142,C9JYI4,Q9NXR8,KPNA1,ING3,ppi,-1,769|1142
721,1257,O95502,Q13085,NPTXR,ACACA,ppi,-1,721|1257
1651,698,Q13257,Q969R5,MAD2L1,L3MBTL2,ppi,-1,698|1651
1075,418,Q9UPP1,O75317,PHF8,USP12,ppi,-1,418|1075
644,807,Q16342,P12931,PDCD2,SRC,ppi,-1,644|807
1867,1366,P25815,Q9BT92,S100P,TCHP,ppi,-1,1366|1867
1867,1585,P25815,Q9P2K8,S100P,EIF2AK4,ppi,-1,1585|1867
1867,767,P25815,Q9UHD2,S100P,TBK1,ppi,-1,767|1867
1371,1023,Q04721,P62979,NOTCH2,RPS27A,ppi,-1,1023|1371
2004,273,Q15287,Q96M94,RNPS1,KLHL15,ppi,-1,273|2004
211,805,Q8NC42,P11362,RNF149,FGFR1,ppi,-1,211|805
884,354,O15431,Q9NZJ0,SLC31A1,DTL,ppi,-1,354|884
970,1537,P0DMV8,Q15750,HSPA1A,TAB1,ppi,-1,970|1537
1993,547,Q9UBS5,O14974,GABBR1,PPP1R12A,ppi,-1,547|1993
1546,1692,Q9BTU6,Q6ZTN6,PI4K2A,ANKRD13D,ppi,-1,1546|1692
942,560,P54652,Q13625,HSPA2,TP53BP2,ppi,-1,560|942
1635,1717,Q676U5,Q9P1Z2,ATG16L1,CALCOCO1,ppi,-1,1635|1717
1951,694,P62249,P54132,RPS16,BLM,ppi,-1,694|1951
930,927,Q9NV92,Q9BT67,NDFIP2,NDFIP1,ppi,-1,927|930
1314,1200,P01909,Q30154,HLA-DQA1,HLA-DRB5,ppi,-1,1200|1314
884,924,O15431,Q96NT3,SLC31A1,GUCD1,ppi,-1,884|924
1846,733,Q5FBB7,Q96JN8,SGOL1,NEURL4,ppi,-1,733|1846
1402,753,P01732,P11021,CD8A,HSPA5,ppi,-1,753|1402
1173,312,Q6ZN17,Q9H0A0,LIN28B,NAT10,ppi,-1,312|1173
1939,1997,Q14192,Q9H7L9,FHL2,SUDS3,ppi,-1,1939|1997
1651,1988,Q13257,P78344,MAD2L1,EIF4G2,ppi,-1,1651|1988
123,544,Q15386,P31323,UBE3C,PRKAR2B,ppi,-1,123|544
369,368,Q9UH77,Q9UF56,KLHL3,FBXL17,ppi,-1,368|369
2033,52,P27348,O95835,YWHAQ,LATS1,ppi,-1,52|2033
1645,1495,P20333,Q6UVJ0,TNFRSF1B,SASS6,ppi,-1,1495|1645
1469,358,Q9NRI5,Q9P253,DISC1,VPS18,ppi,-1,358|1469
1371,1428,Q04721,Q9Y5A6,NOTCH2,ZSCAN21,ppi,-1,1371|1428
371,1864,Q9UHC7,P15559,MKRN1,NQO1,ppi,-1,371|1864
4,52,O00308,O95835,WWP2,LATS1,ppi,-1,4|52
211,668,Q8NC42,Q99741,RNF149,CDC6,ppi,-1,211|668
970,547,P0DMV8,O14974,HSPA1A,PPP1R12A,ppi,-1,547|970
151,489,Q6P050,Q9UPT9,FBXL22,USP22,ppi,-1,151|489
357,1101,Q9P0P0,P27361,RNF181,MAPK3,ppi,-1,357|1101
599,1465,Q12906,Q99848,ILF3,EBNA1BP2,ppi,-1,599|1465
211,930,Q8NC42,Q9NV92,RNF149,NDFIP2,ppi,-1,211|930
1153,1440,P67870,Q01831,CSNK2B,XPC,ppi,-1,1153|1440
1313,636,P01880,P68363,IGHD,TUBA1B,ppi,-1,636|1313
369,1327,Q9UH77,O15078,KLHL3,CEP290,ppi,-1,369|1327
1786,1766,Q7Z7B0,Q96RR4,FILIP1,CAMKK2,ppi,-1,1766|1786
87,224,P62877,Q8TB52,RBX1,FBXO30,ppi,-1,87|224
2063,1863,Q96C12,P11142,ARMC5,HSPA8,ppi,-1,1863|2063
1939,1037,Q14192,Q86Z02,FHL2,HIPK1,ppi,-1,1037|1939
476,1372,Q96RU2,P15056,USP28,BRAF,ppi,-1,476|1372
970,338,P0DMV8,Q9NS91,HSPA1A,RAD18,ppi,-1,338|970
745,1007,Q5T5X7,P15880,BEND3,RPS2,ppi,-1,745|1007
1651,110,Q13257,Q13309,MAD2L1,SKP2,ppi,-1,110|1651
1868,264,P29034,Q96F44,S100A2,TRIM11,ppi,-1,264|1868
1248,2102,Q8N6P7,Q6P4R8,IL22RA1,NFRKB,ppi,-1,1248|2102
948,312,Q9NRW3,Q9H0A0,APOBEC3C,NAT10,ppi,-1,312|948
1058,1105,Q14160,Q13131,SCRIB,PRKAA1,ppi,-1,1058|1105
275,365,Q96MT1,Q9UBN7,RNF145,HDAC6,ppi,-1,275|365
202,698,Q8N2W9,Q969R5,PIAS4,L3MBTL2,ppi,-1,202|698
1967,135,Q6FHJ7,Q5TAQ9,SFRP4,DCAF8,ppi,-1,135|1967
1276,1436,P50553,P24941,ASCL1,CDK2,ppi,-1,1276|1436
377,729,Q9UK96,P41229,FBXO10,KDM5C,ppi,-1,377|729
1153,609,P67870,Q9BYW2,CSNK2B,SETD2,ppi,-1,609|1153
1701,173,Q8TB46,Q7Z6E9,ANKRD50,RBBP6,ppi,-1,173|1701
435,1919,Q13107,Q9NYP9,USP4,MIS18A,ppi,-1,435|1919
970,490,P0DMV8,Q9UPU5,HSPA1A,USP24,ppi,-1,490|970
312,1784,Q9H0A0,P46783,NAT10,RPS10,ppi,-1,312|1784
389,1016,Q9ULT8,P40763,HECTD1,STAT3,ppi,-1,389|1016
1868,711,P29034,P42858,S100A2,HTT,ppi,-1,711|1868
1521,469,Q12981,Q96BN8,BNIP1,OTULIN,ppi,-1,469|1521
1469,43,Q9NRI5,O94972,DISC1,TRIM37,ppi,-1,43|1469
674,1001,P35222,P04150,CTNNB1,NR3C1,ppi,-1,674|1001
942,166,P54652,Q6ZW49,HSPA2,PAXIP1,ppi,-1,166|942
1021,1863,P49757,P11142,NUMB,HSPA8,ppi,-1,1021|1863
314,1037,Q9H0F6,Q86Z02,SHARPIN,HIPK1,ppi,-1,314|1037
235,860,Q8WV44,Q86WV6,TRIM41,HIST1H2AB,ppi,-1,235|860
1645,1044,P20333,Q9BVP2,TNFRSF1B,GNL3,ppi,-1,1044|1645
492,1457,Q9Y4E8,Q16204,USP15,CCDC6,ppi,-1,492|1457
2024,966,Q13451,O43318,FKBP5,MAP3K7,ppi,-1,966|2024
443,189,Q5T2D3,Q86YT6,OTUD3,MIB1,ppi,-1,189|443
2052,807,Q53EZ4,P12931,CEP55,SRC,ppi,-1,807|2052
791,1934,P04271,P49116,S100B,NR2C2,ppi,-1,791|1934
1185,889,P01903,O75843,HLA-DRA,AP1G2,ppi,-1,889|1185
1651,1847,Q13257,Q8WWK9,MAD2L1,CKAP2,ppi,-1,1651|1847
202,729,Q8N2W9,P41229,PIAS4,KDM5C,ppi,-1,202|729
837,268,P04554,Q96JP5,PRM2,ZFP91,ppi,-1,268|837
791,1025,P04271,P98177,S100B,FOXO4,ppi,-1,791|1025
501,970,Q9NYJ7,P0DMV8,DLL3,HSPA1A,ppi,-1,501|970
376,1891,Q9UK22,Q9Y697,FBXO2,NFS1,ppi,-1,376|1891
829,1864,Q02763,P15559,TEK,NQO1,ppi,-1,829|1864
1868,663,P29034,Q9Y6K9,S100A2,IKBKG,ppi,-1,663|1868
769,1158,C9JYI4,Q13330,KPNA1,MTA1,ppi,-1,769|1158
1315,704,P01920,P24468,HLA-DQB1,NR2F2,ppi,-1,704|1315
860,1023,Q86WV6,P62979,HIST1H2AB,RPS27A,ppi,-1,860|1023
641,1863,Q14190,P11142,SIM2,HSPA8,ppi,-1,641|1863
181,539,Q86WC4,P23458,OSTM1,JAK1,ppi,-1,181|539
942,685,P54652,Q15555,HSPA2,MAPRE2,ppi,-1,685|942
1939,2035,Q14192,Q01167,FHL2,FOXK2,ppi,-1,1939|2035
1645,84,P20333,P53804,TNFRSF1B,TTC3,ppi,-1,84|1645
531,389,P51668,Q9ULT8,UBE2D1,HECTD1,ppi,-1,389|531
357,1268,Q9P0P0,O14757,RNF181,CHEK1,ppi,-1,357|1268
2011,268,P23396,Q96JP5,RPS3,ZFP91,ppi,-1,268|2011
1375,1933,Q03135,P42336,CAV1,PIK3CA,ppi,-1,1375|1933
1701,977,Q8TB46,Q04725,ANKRD50,TLE2,ppi,-1,977|1701
1645,966,P20333,O43318,TNFRSF1B,MAP3K7,ppi,-1,966|1645
253,1935,Q96A61,P51530,TRIM52,DNA2,ppi,-1,253|1935
615,1997,Q9UER7,Q9H7L9,DAXX,SUDS3,ppi,-1,615|1997
368,361,Q9UF56,Q9P2J3,FBXL17,KLHL9,ppi,-1,361|368
611,1819,Q9H5J0,P51114,ZBTB3,FXR1,ppi,-1,611|1819
970,840,P0DMV8,O75496,HSPA1A,GMNN,ppi,-1,840|970
729,109,P41229,Q13263,KDM5C,TRIM28,ppi,-1,109|729
275,483,Q96MT1,Q9P275,RNF145,USP36,ppi,-1,275|483
1868,1021,P29034,P49757,S100A2,NUMB,ppi,-1,1021|1868
801,1707,P08648,Q9BSL1,ITGA5,UBAC1,ppi,-1,801|1707
669,704,P04234,P24468,CD3D,NR2F2,ppi,-1,669|704
1867,378,P25815,Q9UK97,S100P,FBXO9,ppi,-1,378|1867
1939,1385,Q14192,P32519,FHL2,ELF1,ppi,-1,1385|1939
1960,1866,O15315,P22694,RAD51B,PRKACB,ppi,-1,1866|1960
611,2035,Q9H5J0,Q01167,ZBTB3,FOXK2,ppi,-1,611|2035
791,180,P04271,Q86WB0,S100B,ZC3HC1,ppi,-1,180|791
1276,1066,P50553,P20248,ASCL1,CCNA2,ppi,-1,1066|1276
567,584,Q99933,O60885,BAG1,BRD4,ppi,-1,567|584
1867,1132,P25815,Q6PGQ7,S100P,BORA,ppi,-1,1132|1867
747,1939,Q96BF6,Q14192,NACC2,FHL2,ppi,-1,747|1939
1867,2051,P25815,Q15051,S100P,IQCB1,ppi,-1,1867|2051
659,435,Q9NRD5,Q13107,PICK1,USP4,ppi,-1,435|659
1134,918,Q86X55,Q8WUM4,CARM1,PDCD6IP,ppi,-1,918|1134
2031,1102,P11234,P28482,RALB,MAPK1,ppi,-1,1102|2031
1807,1670,P17181,P36894,IFNAR1,BMPR1A,ppi,-1,1670|1807
1469,627,Q9NRI5,P19174,DISC1,PLCG1,ppi,-1,627|1469
777,395,P37198,Q9UPN9,NUP62,TRIM33,ppi,-1,395|777
303,1631,Q9C026,P14136,TRIM9,GFAP,ppi,-1,303|1631
1850,120,Q9ULW0,Q14669,TPX2,TRIP12,ppi,-1,120|1850
2004,173,Q15287,Q7Z6E9,RNPS1,RBBP6,ppi,-1,173|2004
497,1150,P14635,Q9Y6D9,CCNB1,MAD1L1,ppi,-1,497|1150
1080,1033,Q13601,Q15361,KRR1,TTF1,ppi,-1,1033|1080
303,409,Q9C026,Q9Y4X5,TRIM9,ARIH1,ppi,-1,303|409
1868,1575,P29034,Q6UUV7,S100A2,CRTC3,ppi,-1,1575|1868
1651,2099,Q13257,Q15020,MAD2L1,SART3,ppi,-1,1651|2099
1080,606,Q13601,Q49A26,KRR1,GLYR1,ppi,-1,606|1080
1208,1302,Q9UNK0,Q5T5C0,STX8,STXBP5,ppi,-1,1208|1302
1645,1919,P20333,Q9NYP9,TNFRSF1B,MIS18A,ppi,-1,1645|1919
1645,1499,P20333,Q969F2,TNFRSF1B,NKD2,ppi,-1,1499|1645
2004,1352,Q15287,Q9H6E5,RNPS1,TUT1,ppi,-1,1352|2004
1870,1760,P29475,P46939,NOS1,UTRN,ppi,-1,1760|1870
1651,738,Q13257,P41212,MAD2L1,ETV6,ppi,-1,738|1651
1986,22,Q9H040,O43791,SPRTN,SPOP,ppi,-1,22|1986
970,865,P0DMV8,O14641,HSPA1A,DVL2,ppi,-1,865|970
1458,432,Q49AN0,Q01804,CRY2,OTUD4,ppi,-1,432|1458
599,606,Q12906,Q49A26,ILF3,GLYR1,ppi,-1,599|606
747,1062,Q96BF6,Q9HD26,NACC2,GOPC,ppi,-1,747|1062
1868,1767,P29034,Q9NQW6,S100A2,ANLN,ppi,-1,1767|1868
618,842,O15354,P23921,GPR37,RRM1,ppi,-1,618|842
300,710,Q9BZR9,P35558,TRIM8,PCK1,ppi,-1,300|710
1371,949,Q04721,P08047,NOTCH2,SP1,ppi,-1,949|1371
884,1817,O15431,Q08050,SLC31A1,FOXM1,ppi,-1,884|1817
1534,1062,P61073,Q9HD26,CXCR4,GOPC,ppi,-1,1062|1534
2004,1331,Q15287,Q9HCM4,RNPS1,EPB41L5,ppi,-1,1331|2004
1375,1919,Q03135,Q9NYP9,CAV1,MIS18A,ppi,-1,1375|1919
769,34,C9JYI4,O75717,KPNA1,WDHD1,ppi,-1,34|769
597,1654,Q12809,Q99717,KCNH2,SMAD5,ppi,-1,597|1654
1868,750,P29034,Q99856,S100A2,ARID3A,ppi,-1,750|1868
769,1773,C9JYI4,Q92830,KPNA1,KAT2A,ppi,-1,769|1773
970,1240,P0DMV8,Q9NRY4,HSPA1A,ARHGAP35,ppi,-1,970|1240
575,1939,Q9Y6H5,Q14192,SNCAIP,FHL2,ppi,-1,575|1939
1867,701,P25815,Q9Y5J3,S100P,HEY1,ppi,-1,701|1867
1847,1257,Q8WWK9,Q13085,CKAP2,ACACA,ppi,-1,1257|1847
1868,166,P29034,Q6ZW49,S100A2,PAXIP1,ppi,-1,166|1868
1868,1835,P29034,P23760,S100A2,PAX3,ppi,-1,1835|1868
181,101,Q86WC4,Q12933,OSTM1,TRAF2,ppi,-1,101|181
840,64,O75496,P14373,GMNN,TRIM27,ppi,-1,64|840
777,246,P37198,Q92844,NUP62,TANK,ppi,-1,246|777
970,915,P0DMV8,Q4VCS5,HSPA1A,AMOT,ppi,-1,915|970
1603,1296,Q12770,P04035,SCAP,HMGCR,ppi,-1,1296|1603
942,1451,P54652,Q00613,HSPA2,HSF1,ppi,-1,942|1451
