src,dst,src_ac,dst_ac,geneA,geneB,edge_type,edge_label,edge_id
2004,1666,Q15287,P19784,RNPS1,CSNK2A2,ppi,-1,1666|2004
1420,1146,P52565,P63000,ARHGDIA,RAC1,ppi,-1,1146|1420
1420,1291,P52565,P08134,ARHGDIA,RHOC,ppi,-1,1291|1420
2004,1153,Q15287,P67870,RNPS1,CSNK2B,ppi,-1,1153|2004
1082,1093,Q14164,P11940,IKBKE,PABPC1,ppi,-1,1082|1093
1898,1560,O75365,Q9Y5M8,PTP4A3,SRPRB,ppi,-1,1560|1898
1420,1235,P52565,P60953,ARHGDIA,CDC42,ppi,-1,1235|1420
2033,1372,P27348,P15056,YWHAQ,BRAF,ppi,-1,1372|2033
1082,2040,Q14164,P53396,IKBKE,ACLY,ppi,-1,1082|2040
1898,1756,O75365,Q9NVI1,PTP4A3,FANCI,ppi,-1,1756|1898
2029,1526,P78396,O43294,CCNA1,TGFB1I1,ppi,-1,1526|2029
1094,1987,O75385,O95166,ULK1,GABARAP,ppi,-1,1094|1987
1082,673,Q14164,P55072,IKBKE,VCP,ppi,-1,673|1082
1242,1976,O00141,P49411,SGK1,TUFM,ppi,-1,1242|1976
1905,1637,P78545,O00571,ELF3,DDX3X,ppi,-1,1637|1905
2004,1541,Q15287,Q16630,RNPS1,CPSF6,ppi,-1,1541|2004
1095,732,P63279,P63165,UBE2I,SUMO1,ppi,-1,732|1095
77,1291,P40337,P08134,VHL,RHOC,ppi,-1,77|1291
2033,1694,P27348,Q7KZI7,YWHAQ,MARK2,ppi,-1,1694|2033
1213,968,Q15773,O95831,MLF2,AIFM1,ppi,-1,968|1213
1013,1020,P32121,P49407,ARRB2,ARRB1,ppi,-1,1013|1020
2004,1985,Q15287,Q96S59,RNPS1,RANBP9,ppi,-1,1985|2004
2046,1368,O60285,Q14558,NUAK1,PRPSAP1,ppi,-1,1368|2046
407,673,Q9Y4K3,P55072,TRAF6,VCP,ppi,-1,407|673
2033,969,P27348,P04049,YWHAQ,RAF1,ppi,-1,969|2033
77,1436,P40337,P24941,VHL,CDK2,ppi,-1,77|1436
1389,44,Q9Y5V3,O95071,MAGED1,UBR5,ppi,-1,44|1389
2029,358,P78396,Q9P253,CCNA1,VPS18,ppi,-1,358|2029
1898,1368,O75365,Q14558,PTP4A3,PRPSAP1,ppi,-1,1368|1898
2004,1851,Q15287,O43395,RNPS1,PRPF3,ppi,-1,1851|2004
2033,525,P27348,Q9Y4H2,YWHAQ,IRS2,ppi,-1,525|2033
1898,2013,O75365,P43246,PTP4A3,MSH2,ppi,-1,1898|2013
1606,1637,O00422,O00571,SAP18,DDX3X,ppi,-1,1606|1637
407,1637,Q9Y4K3,O00571,TRAF6,DDX3X,ppi,-1,407|1637
77,87,P40337,P62877,VHL,RBX1,ppi,-1,77|87
1905,2090,P78545,P05161,ELF3,ISG15,ppi,-1,1905|2090
2033,425,P27348,P40818,YWHAQ,USP8,ppi,-1,425|2033
1060,1053,Q8IXH7,P33993,NELFCD,MCM7,ppi,-1,1053|1060
2033,683,P27348,P49815,YWHAQ,TSC2,ppi,-1,683|2033
2046,541,O60285,P10644,NUAK1,PRKAR1A,ppi,-1,541|2046
11,530,O14965,Q8N726,AURKA,CDKN2A,ppi,-1,11|530
2033,1965,P27348,Q02241,YWHAQ,KIF23,ppi,-1,1965|2033
1020,539,P49407,P23458,ARRB1,JAK1,ppi,-1,539|1020
1436,1269,P24941,O15294,CDK2,OGT,ppi,-1,1269|1436
407,1943,Q9Y4K3,O60573,TRAF6,EIF4E2,ppi,-1,407|1943
1420,1953,P52565,Q01844,ARHGDIA,EWSR1,ppi,-1,1420|1953
1647,1953,P49841,Q01844,GSK3B,EWSR1,ppi,-1,1647|1953
1242,673,O00141,P55072,SGK1,VCP,ppi,-1,673|1242
1059,33,Q16611,O75592,BAK1,MYCBP2,ppi,-1,33|1059
1898,1436,O75365,P24941,PTP4A3,CDK2,ppi,-1,1436|1898
1905,539,P78545,P23458,ELF3,JAK1,ppi,-1,539|1905
1898,968,O75365,O95831,PTP4A3,AIFM1,ppi,-1,968|1898
11,527,O14965,P04179,AURKA,SOD2,ppi,-1,11|527
2004,468,Q15287,Q93009,RNPS1,USP7,ppi,-1,468|2004
1389,1756,Q9Y5V3,Q9NVI1,MAGED1,FANCI,ppi,-1,1389|1756
1389,1229,Q9Y5V3,Q9ULX6,MAGED1,AKAP8L,ppi,-1,1229|1389
1082,849,Q14164,O14818,IKBKE,PSMA7,ppi,-1,849|1082
955,109,P01889,Q13263,HLA-B,TRIM28,ppi,-1,109|955
1242,678,O00141,Q9UQ80,SGK1,PA2G4,ppi,-1,678|1242
955,1668,P01889,P26038,HLA-B,MSN,ppi,-1,955|1668
1898,116,O75365,Q14139,PTP4A3,UBE4A,ppi,-1,116|1898
1647,2040,P49841,P53396,GSK3B,ACLY,ppi,-1,1647|2040
1898,1154,O75365,P25205,PTP4A3,MCM3,ppi,-1,1154|1898
407,629,Q9Y4K3,P21796,TRAF6,VDAC1,ppi,-1,407|629
11,1602,O14965,P68036,AURKA,UBE2L3,ppi,-1,11|1602
1389,1799,Q9Y5V3,Q9Y4R8,MAGED1,TELO2,ppi,-1,1389|1799
407,1053,Q9Y4K3,P33993,TRAF6,MCM7,ppi,-1,407|1053
988,1009,O14746,P19338,TERT,NCL,ppi,-1,988|1009
246,105,Q92844,Q13114,TANK,TRAF3,ppi,-1,105|246
108,2024,Q13233,Q13451,MAP3K1,FKBP5,ppi,-1,108|2024
985,1872,Q99759,P34932,MAP3K3,HSPA4,ppi,-1,985|1872
985,1694,Q99759,Q7KZI7,MAP3K3,MARK2,ppi,-1,985|1694
985,157,Q99759,Q6Q0C0,MAP3K3,TRAF7,ppi,-1,157|985
1219,1452,P19838,Q00653,NFKB1,NFKB2,ppi,-1,1219|1452
1219,540,P19838,Q04206,NFKB1,RELA,ppi,-1,540|1219
1452,247,Q00653,Q969H0,NFKB2,FBXW7,ppi,-1,247|1452
1452,540,Q00653,Q04206,NFKB2,RELA,ppi,-1,540|1452
1452,419,Q00653,O75604,NFKB2,USP2,ppi,-1,419|1452
1452,1637,Q00653,O00571,NFKB2,DDX3X,ppi,-1,1452|1637
540,1229,Q04206,Q9ULX6,RELA,AKAP8L,ppi,-1,540|1229
1612,1537,Q9NYJ8,Q15750,TAB2,TAB1,ppi,-1,1537|1612
767,246,Q9UHD2,Q92844,TBK1,TANK,ppi,-1,246|767
1645,862,P20333,Q9BXW9,TNFRSF1B,FANCD2,ppi,-1,862|1645
1212,1988,P43360,P78344,MAGEA6,EIF4G2,ppi,-1,1212|1988
709,1053,P01106,P33993,MYC,MCM7,ppi,-1,709|1053
709,1756,P01106,Q9NVI1,MYC,FANCI,ppi,-1,709|1756
709,1046,P01106,Q9GZR7,MYC,DDX24,ppi,-1,709|1046
709,1507,P01106,P51532,MYC,SMARCA4,ppi,-1,709|1507
1787,2040,P22392,P53396,NME2,ACLY,ppi,-1,1787|2040
1787,857,P22392,P52434,NME2,POLR2H,ppi,-1,857|1787
1787,849,P22392,O14818,NME2,PSMA7,ppi,-1,849|1787
541,1865,P10644,P17612,PRKAR1A,PRKACA,ppi,-1,541|1865
1659,1212,O14730,P43360,RIOK3,MAGEA6,ppi,-1,1212|1659
1456,1889,Q15583,Q9NPJ1,TGIF1,MKKS,ppi,-1,1456|1889
1069,2034,Q03164,P51610,KMT2A,HCFC1,ppi,-1,1069|2034
528,598,P04637,Q12888,TP53,TP53BP1,ppi,-1,528|598
2097,674,P25054,P35222,APC,CTNNB1,ppi,-1,674|2097
1781,76,Q9BX63,P38398,BRIP1,BRCA1,ppi,-1,76|1781
674,814,P35222,P27986,CTNNB1,PIK3R1,ppi,-1,674|814
76,985,P38398,Q99759,BRCA1,MAP3K3,ppi,-1,76|985
1121,838,P51587,Q9P0W2,BRCA2,HMG20B,ppi,-1,838|1121
539,1016,P23458,P40763,JAK1,STAT3,ppi,-1,539|1016
1070,1059,Q07820,Q16611,MCL1,BAK1,ppi,-1,1059|1070
528,1059,P04637,Q16611,TP53,BAK1,ppi,-1,528|1059
671,554,P31749,P10275,AKT1,AR,ppi,-1,554|671
76,770,P38398,P52292,BRCA1,KPNA2,ppi,-1,76|770
1647,1167,P49841,O15169,GSK3B,AXIN1,ppi,-1,1167|1647
1121,76,P51587,P38398,BRCA2,BRCA1,ppi,-1,76|1121
1687,1016,Q15642,P40763,TRIP10,STAT3,ppi,-1,1016|1687
554,523,P10275,P40189,AR,IL6ST,ppi,-1,523|554
554,510,P10275,P84022,AR,SMAD3,ppi,-1,510|554
674,1167,P35222,O15169,CTNNB1,AXIN1,ppi,-1,674|1167
598,1852,Q12888,P15927,TP53BP1,RPA2,ppi,-1,598|1852
2097,846,P25054,P15941,APC,MUC1,ppi,-1,846|2097
76,1507,P38398,P51532,BRCA1,SMARCA4,ppi,-1,76|1507
1478,76,Q13535,P38398,ATR,BRCA1,ppi,-1,76|1478
288,531,Q99728,P51668,BARD1,UBE2D1,ppi,-1,288|531
76,531,P38398,P51668,BRCA1,UBE2D1,ppi,-1,76|531
870,1989,P41743,Q92934,PRKCI,BAD,ppi,-1,870|1989
288,540,Q99728,Q04206,BARD1,RELA,ppi,-1,288|540
288,2013,Q99728,P43246,BARD1,MSH2,ppi,-1,288|2013
626,637,P10415,Q07812,BCL2,BAX,ppi,-1,626|637
1620,804,P29350,P11274,PTPN6,BCR,ppi,-1,804|1620
1664,804,P07332,P11274,FES,BCR,ppi,-1,804|1664
1448,674,P49768,P35222,PSEN1,CTNNB1,ppi,-1,674|1448
674,554,P35222,P10275,CTNNB1,AR,ppi,-1,554|674
1153,76,P67870,P38398,CSNK2B,BRCA1,ppi,-1,76|1153
638,637,Q07817,Q07812,BCL2L1,BAX,ppi,-1,637|638
76,709,P38398,P01106,BRCA1,MYC,ppi,-1,76|709
789,1620,P00519,P29350,ABL1,PTPN6,ppi,-1,789|1620
862,694,Q9BXW9,P54132,FANCD2,BLM,ppi,-1,694|862
528,694,P04637,P54132,TP53,BLM,ppi,-1,528|694
598,694,Q12888,P54132,TP53BP1,BLM,ppi,-1,598|694
76,616,P38398,Q9Y6Q9,BRCA1,NCOA3,ppi,-1,76|616
76,861,P38398,Q99708,BRCA1,RBBP8,ppi,-1,76|861
76,507,P38398,P24928,BRCA1,POLR2A,ppi,-1,76|507
76,1118,P38398,P49336,BRCA1,CDK8,ppi,-1,76|1118
76,854,P38398,P23258,BRCA1,TUBG1,ppi,-1,76|854
76,1939,P38398,Q14192,BRCA1,FHL2,ppi,-1,76|1939
1443,76,P17275,P38398,JUNB,BRCA1,ppi,-1,76|1443
76,587,P38398,P05412,BRCA1,JUN,ppi,-1,76|587
1040,76,Q92793,P38398,CREBBP,BRCA1,ppi,-1,76|1040
98,76,Q09472,P38398,EP300,BRCA1,ppi,-1,76|98
76,1002,P38398,P06400,BRCA1,RB1,ppi,-1,76|1002
76,1233,P38398,Q06609,BRCA1,RAD51,ppi,-1,76|1233
76,528,P38398,P04637,BRCA1,TP53,ppi,-1,76|528
76,694,P38398,P54132,BRCA1,BLM,ppi,-1,76|694
2013,694,P43246,P54132,MSH2,BLM,ppi,-1,694|2013
688,694,O60934,P54132,NBN,BLM,ppi,-1,688|694
76,688,P38398,O60934,BRCA1,NBN,ppi,-1,76|688
1478,528,Q13535,P04637,ATR,TP53,ppi,-1,528|1478
1121,1978,P51587,O15287,BRCA2,FANCG,ppi,-1,1121|1978
76,1863,P38398,P11142,BRCA1,HSPA8,ppi,-1,76|1863
1831,1230,O43683,Q13547,BUB1,HDAC1,ppi,-1,1230|1831
1064,1230,O60566,Q13547,BUB1B,HDAC1,ppi,-1,1064|1230
2057,1230,O43684,Q13547,BUB3,HDAC1,ppi,-1,1230|2057
99,1230,Q12834,Q13547,CDC20,HDAC1,ppi,-1,99|1230
63,1230,P12830,Q13547,CDH1,HDAC1,ppi,-1,63|1230
1150,1230,Q9Y6D9,Q13547,MAD1L1,HDAC1,ppi,-1,1150|1230
2057,1283,O43684,Q92769,BUB3,HDAC2,ppi,-1,1283|2057
99,1283,Q12834,Q92769,CDC20,HDAC2,ppi,-1,99|1283
63,1283,P12830,Q92769,CDH1,HDAC2,ppi,-1,63|1283
1150,1283,Q9Y6D9,Q92769,MAD1L1,HDAC2,ppi,-1,1150|1283
789,1002,P00519,P06400,ABL1,RB1,ppi,-1,789|1002
804,1002,P11274,P06400,BCR,RB1,ppi,-1,804|1002
789,76,P00519,P38398,ABL1,BRCA1,ppi,-1,76|789
971,626,P42574,P10415,CASP3,BCL2,ppi,-1,626|971
971,694,P42574,P54132,CASP3,BLM,ppi,-1,694|971
69,822,P22681,P43403,CBL,ZAP70,ppi,-1,69|822
1899,1978,P06493,O15287,CDK1,FANCG,ppi,-1,1899|1978
2013,1268,P43246,O14757,MSH2,CHEK1,ppi,-1,1268|2013
2013,552,P43246,O96017,MSH2,CHEK2,ppi,-1,552|2013
1268,1808,O14757,P30304,CHEK1,CDC25A,ppi,-1,1268|1808
76,586,P38398,P03372,BRCA1,ESR1,ppi,-1,76|586
2077,1219,P20749,P19838,BCL3,NFKB1,ppi,-1,1219|2077
63,674,P12830,P35222,CDH1,CTNNB1,ppi,-1,63|674
63,800,P12830,P08581,CDH1,MET,ppi,-1,63|800
674,1647,P35222,P49841,CTNNB1,GSK3B,ppi,-1,674|1647
1230,2021,Q13547,O60341,HDAC1,KDM1A,ppi,-1,1230|2021
1230,838,Q13547,Q9P0W2,HDAC1,HMG20B,ppi,-1,838|1230
1230,1283,Q13547,Q92769,HDAC1,HDAC2,ppi,-1,1230|1283
838,2021,Q9P0W2,O60341,HMG20B,KDM1A,ppi,-1,838|2021
1283,2021,Q92769,O60341,HDAC2,KDM1A,ppi,-1,1283|2021
1283,838,Q92769,Q9P0W2,HDAC2,HMG20B,ppi,-1,838|1283
63,807,P12830,P12931,CDH1,SRC,ppi,-1,63|807
807,814,P12931,P27986,SRC,PIK3R1,ppi,-1,807|814
1788,1590,Q13363,Q13422,CTBP1,IKZF1,ppi,-1,1590|1788
1624,1788,O43541,Q13363,SMAD6,CTBP1,ppi,-1,1624|1788
1788,861,Q13363,Q99708,CTBP1,RBBP8,ppi,-1,861|1788
1686,869,Q13873,P36897,BMPR2,TGFBR1,ppi,-1,869|1686
1686,1681,Q13873,Q04771,BMPR2,ACVR1,ppi,-1,1681|1686
615,554,Q9UER7,P10275,DAXX,AR,ppi,-1,554|615
846,674,P15941,P35222,MUC1,CTNNB1,ppi,-1,674|846
554,1016,P10275,P40763,AR,STAT3,ppi,-1,554|1016
804,1261,P11274,P62993,BCR,GRB2,ppi,-1,804|1261
2097,882,P25054,O14980,APC,XPO1,ppi,-1,882|2097
1010,1899,P24522,P06493,GADD45A,CDK1,ppi,-1,1010|1899
1456,1788,Q15583,Q13363,TGIF1,CTBP1,ppi,-1,1456|1788
863,76,Q9HAW4,P38398,CLSPN,BRCA1,ppi,-1,76|863
807,1039,P12931,Q92731,SRC,ESR2,ppi,-1,807|1039
1452,2077,Q00653,P20749,NFKB2,BCL3,ppi,-1,1452|2077
804,789,P11274,P00519,BCR,ABL1,ppi,-1,789|804
1121,288,P51587,Q99728,BRCA2,BARD1,ppi,-1,288|1121
427,288,P46736,Q99728,BRCC3,BARD1,ppi,-1,288|427
427,76,P46736,P38398,BRCC3,BRCA1,ppi,-1,76|427
1121,427,P51587,P46736,BRCA2,BRCC3,ppi,-1,427|1121
288,1233,Q99728,Q06609,BARD1,RAD51,ppi,-1,288|1233
427,1233,P46736,Q06609,BRCC3,RAD51,ppi,-1,427|1233
949,554,P08047,P10275,SP1,AR,ppi,-1,554|949
1227,1039,Q14498,Q92731,RBM39,ESR2,ppi,-1,1039|1227
1227,586,Q14498,P03372,RBM39,ESR1,ppi,-1,586|1227
288,1953,Q99728,Q01844,BARD1,EWSR1,ppi,-1,288|1953
1002,567,P06400,Q99933,RB1,BAG1,ppi,-1,567|1002
862,1121,Q9BXW9,P51587,FANCD2,BRCA2,ppi,-1,862|1121
1948,1533,P25445,P55957,FAS,BID,ppi,-1,1533|1948
1668,1533,P26038,P55957,MSN,BID,ppi,-1,1533|1668
1152,1533,P61586,P55957,RHOA,BID,ppi,-1,1152|1533
1420,1533,P52565,P55957,ARHGDIA,BID,ppi,-1,1420|1533
1533,1500,P55957,O14763,BID,TNFRSF10B,ppi,-1,1500|1533
600,1500,Q13158,O14763,FADD,TNFRSF10B,ppi,-1,600|1500
1948,1500,P25445,O14763,FAS,TNFRSF10B,ppi,-1,1500|1948
1837,1500,P45983,O14763,MAPK8,TNFRSF10B,ppi,-1,1500|1837
1668,1500,P26038,O14763,MSN,TNFRSF10B,ppi,-1,1500|1668
1439,1500,Q92851,O14763,CASP10,TNFRSF10B,ppi,-1,1439|1500
981,1500,Q14790,O14763,CASP8,TNFRSF10B,ppi,-1,981|1500
1152,1500,P61586,O14763,RHOA,TNFRSF10B,ppi,-1,1152|1500
1420,1500,P52565,O14763,ARHGDIA,TNFRSF10B,ppi,-1,1420|1500
1152,600,P61586,Q13158,RHOA,FADD,ppi,-1,600|1152
1420,600,P52565,Q13158,ARHGDIA,FADD,ppi,-1,600|1420
1533,600,P55957,Q13158,BID,FADD,ppi,-1,600|1533
1948,600,P25445,Q13158,FAS,FADD,ppi,-1,600|1948
1837,600,P45983,Q13158,MAPK8,FADD,ppi,-1,600|1837
1668,600,P26038,Q13158,MSN,FADD,ppi,-1,600|1668
1439,600,Q92851,Q13158,CASP10,FADD,ppi,-1,600|1439
981,600,Q14790,Q13158,CASP8,FADD,ppi,-1,600|981
1533,1837,P55957,P45983,BID,MAPK8,ppi,-1,1533|1837
1152,1837,P61586,P45983,RHOA,MAPK8,ppi,-1,1152|1837
1420,1837,P52565,P45983,ARHGDIA,MAPK8,ppi,-1,1420|1837
1948,1837,P25445,P45983,FAS,MAPK8,ppi,-1,1837|1948
1668,1837,P26038,P45983,MSN,MAPK8,ppi,-1,1668|1837
1948,1668,P25445,P26038,FAS,MSN,ppi,-1,1668|1948
1152,1668,P61586,P26038,RHOA,MSN,ppi,-1,1152|1668
1420,1668,P52565,P26038,ARHGDIA,MSN,ppi,-1,1420|1668
1533,1439,P55957,Q92851,BID,CASP10,ppi,-1,1439|1533
1948,1439,P25445,Q92851,FAS,CASP10,ppi,-1,1439|1948
1837,1439,P45983,Q92851,MAPK8,CASP10,ppi,-1,1439|1837
1668,1439,P26038,Q92851,MSN,CASP10,ppi,-1,1439|1668
1152,1439,P61586,Q92851,RHOA,CASP10,ppi,-1,1152|1439
1420,1439,P52565,Q92851,ARHGDIA,CASP10,ppi,-1,1420|1439
1533,981,P55957,Q14790,BID,CASP8,ppi,-1,981|1533
1948,981,P25445,Q14790,FAS,CASP8,ppi,-1,981|1948
1837,981,P45983,Q14790,MAPK8,CASP8,ppi,-1,981|1837
1668,981,P26038,Q14790,MSN,CASP8,ppi,-1,981|1668
1439,981,Q92851,Q14790,CASP10,CASP8,ppi,-1,981|1439
1152,981,P61586,Q14790,RHOA,CASP8,ppi,-1,981|1152
1420,981,P52565,Q14790,ARHGDIA,CASP8,ppi,-1,981|1420
1948,1152,P25445,P61586,FAS,RHOA,ppi,-1,1152|1948
1948,1420,P25445,P52565,FAS,ARHGDIA,ppi,-1,1420|1948
1647,554,P49841,P10275,GSK3B,AR,ppi,-1,554|1647
1647,846,P49841,P15941,GSK3B,MUC1,ppi,-1,846|1647
552,76,O96017,P38398,CHEK2,BRCA1,ppi,-1,76|552
504,1670,O15105,P36894,SMAD7,BMPR1A,ppi,-1,504|1670
504,869,O15105,P36897,SMAD7,TGFBR1,ppi,-1,504|869
99,1651,Q12834,Q13257,CDC20,MAD2L1,ppi,-1,99|1651
537,846,P07948,P15941,LYN,MUC1,ppi,-1,537|846
288,528,Q99728,P04637,BARD1,TP53,ppi,-1,288|528
1233,528,Q06609,P04637,RAD51,TP53,ppi,-1,528|1233
1121,528,P51587,P04637,BRCA2,TP53,ppi,-1,528|1121
427,528,P46736,P04637,BRCC3,TP53,ppi,-1,427|528
970,554,P0DMV8,P10275,HSPA1A,AR,ppi,-1,554|970
1861,554,P07900,P10275,HSP90AA1,AR,ppi,-1,554|1861
1375,554,Q03135,P10275,CAV1,AR,ppi,-1,554|1375
587,554,P05412,P10275,JUN,AR,ppi,-1,554|587
76,2001,P38398,P28749,BRCA1,RBL1,ppi,-1,76|2001
76,1127,P38398,Q08999,BRCA1,RBL2,ppi,-1,76|1127
63,1145,P12830,P55060,CDH1,CSE1L,ppi,-1,63|1145
1010,529,P24522,P38936,GADD45A,CDKN1A,ppi,-1,529|1010
741,554,P78527,P10275,PRKDC,AR,ppi,-1,554|741
554,693,P10275,P13010,AR,XRCC5,ppi,-1,554|693
554,422,P10275,P12956,AR,XRCC6,ppi,-1,422|554
567,554,Q99933,P10275,BAG1,AR,ppi,-1,554|567
94,528,Q00987,P04637,MDM2,TP53,ppi,-1,94|528
1121,1041,P51587,Q92831,BRCA2,KAT2B,ppi,-1,1041|1121
2097,685,P25054,Q15555,APC,MAPRE2,ppi,-1,685|2097
1040,554,Q92793,P10275,CREBBP,AR,ppi,-1,554|1040
554,550,P10275,O75376,AR,NCOR1,ppi,-1,550|554
1115,554,P24385,P10275,CCND1,AR,ppi,-1,554|1115
1115,548,P24385,O15379,CCND1,HDAC3,ppi,-1,548|1115
804,824,P11274,P46109,BCR,CRKL,ppi,-1,804|824
76,949,P38398,P08047,BRCA1,SP1,ppi,-1,76|949
554,1028,P10275,Q12778,AR,FOXO1,ppi,-1,554|1028
1895,554,P55317,P10275,FOXA1,AR,ppi,-1,554|1895
1121,1253,P51587,Q15796,BRCA2,SMAD2,ppi,-1,1121|1253
1121,510,P51587,P84022,BRCA2,SMAD3,ppi,-1,510|1121
862,688,Q9BXW9,O60934,FANCD2,NBN,ppi,-1,688|862
366,554,Q9UBS8,P10275,RNF14,AR,ppi,-1,366|554
846,792,P15941,P04626,MUC1,ERBB2,ppi,-1,792|846
1752,1621,P61968,Q86U70,LMO4,LDB1,ppi,-1,1621|1752
709,1101,P01106,P27361,MYC,MAPK3,ppi,-1,709|1101
709,1102,P01106,P28482,MYC,MAPK1,ppi,-1,709|1102
76,1602,P38398,P68036,BRCA1,UBE2L3,ppi,-1,76|1602
528,1853,P04637,P27694,TP53,RPA1,ppi,-1,528|1853
789,814,P00519,P27986,ABL1,PIK3R1,ppi,-1,789|814
795,814,P06241,P27986,FYN,PIK3R1,ppi,-1,795|814
794,814,P06239,P27986,LCK,PIK3R1,ppi,-1,794|814
69,809,P22681,P16234,CBL,PDGFRA,ppi,-1,69|809
626,709,P10415,P01106,BCL2,MYC,ppi,-1,626|709
679,674,P00533,P35222,EGFR,CTNNB1,ppi,-1,674|679
1182,1121,P53350,P51587,PLK1,BRCA2,ppi,-1,1121|1182
1002,861,P06400,Q99708,RB1,RBBP8,ppi,-1,861|1002
1002,1230,P06400,Q13547,RB1,HDAC1,ppi,-1,1002|1230
93,986,P98170,Q9NR28,XIAP,DIABLO,ppi,-1,93|986
166,598,Q6ZW49,Q12888,PAXIP1,TP53BP1,ppi,-1,166|598
1121,1064,P51587,O60566,BRCA2,BUB1B,ppi,-1,1064|1121
1268,1157,O14757,P31947,CHEK1,SFN,ppi,-1,1157|1268
1268,529,O14757,P38936,CHEK1,CDKN1A,ppi,-1,529|1268
1268,528,O14757,P04637,CHEK1,TP53,ppi,-1,528|1268
789,1092,P00519,Q9NYB9,ABL1,ABI2,ppi,-1,789|1092
71,615,P29590,Q9UER7,PML,DAXX,ppi,-1,71|615
638,626,Q07817,P10415,BCL2L1,BCL2,ppi,-1,626|638
94,1788,Q00987,Q13363,MDM2,CTBP1,ppi,-1,94|1788
76,1257,P38398,Q13085,BRCA1,ACACA,ppi,-1,76|1257
1233,694,Q06609,P54132,RAD51,BLM,ppi,-1,694|1233
694,1853,P54132,P27694,BLM,RPA1,ppi,-1,694|1853
557,554,P43146,P10275,DCC,AR,ppi,-1,554|557
2097,1153,P25054,P67870,APC,CSNK2B,ppi,-1,1153|2097
824,1601,P46109,P49023,CRKL,PXN,ppi,-1,824|1601
971,1070,P42574,Q07820,CASP3,MCL1,ppi,-1,971|1070
637,629,Q07812,P21796,BAX,VDAC1,ppi,-1,629|637
638,629,Q07817,P21796,BCL2L1,VDAC1,ppi,-1,629|638
1070,629,Q07820,P21796,MCL1,VDAC1,ppi,-1,629|1070
807,586,P12931,P03372,SRC,ESR1,ppi,-1,586|807
807,554,P12931,P10275,SRC,AR,ppi,-1,554|807
674,2000,P35222,P15884,CTNNB1,TCF4,ppi,-1,674|2000
970,567,P0DMV8,Q99933,HSPA1A,BAG1,ppi,-1,567|970
1157,2097,P31947,P25054,SFN,APC,ppi,-1,1157|2097
1157,787,P31947,O94875,SFN,SORBS2,ppi,-1,787|1157
1157,1372,P31947,P15056,SFN,BRAF,ppi,-1,1157|1372
1157,179,P31947,Q86UW9,SFN,DTX2,ppi,-1,179|1157
1157,1081,P31947,Q13627,SFN,DYRK1A,ppi,-1,1081|1157
1157,935,P31947,Q9UJM3,SFN,ERRFI1,ppi,-1,935|1157
1157,318,P31947,Q9H2C0,SFN,GAN,ppi,-1,318|1157
1157,1461,P31947,Q8WUI4,SFN,HDAC7,ppi,-1,1157|1461
1157,522,P31947,P35568,SFN,IRS1,ppi,-1,522|1157
1157,525,P31947,Q9Y4H2,SFN,IRS2,ppi,-1,525|1157
1157,267,P31947,Q96J02,SFN,ITCH,ppi,-1,267|1157
1157,1965,P31947,Q02241,SFN,KIF23,ppi,-1,1157|1965
1157,987,P31947,Q9Y2U5,SFN,MAP3K2,ppi,-1,987|1157
1157,1694,P31947,Q7KZI7,SFN,MARK2,ppi,-1,1157|1694
1157,33,P31947,O75592,SFN,MYCBP2,ppi,-1,33|1157
1157,278,P31947,Q96PU5,SFN,NEDD4L,ppi,-1,278|1157
1157,765,P31947,O00750,SFN,PIK3C2B,ppi,-1,765|1157
1157,1052,P31947,P26045,SFN,PTPN3,ppi,-1,1052|1157
1157,1982,P31947,P78406,SFN,RAE1,ppi,-1,1157|1982
1157,969,P31947,P04049,SFN,RAF1,ppi,-1,969|1157
1157,1124,P31947,P61587,SFN,RND3,ppi,-1,1124|1157
1157,929,P31947,Q9H4B6,SFN,SAV1,ppi,-1,929|1157
1157,734,P31947,O43166,SFN,SIPA1L1,ppi,-1,734|1157
1157,102,P31947,Q13049,SFN,TRIM32,ppi,-1,102|1157
1157,425,P31947,P40818,SFN,USP8,ppi,-1,425|1157
1157,1596,P31947,P30291,SFN,WEE1,ppi,-1,1157|1596
1268,694,O14757,P54132,CHEK1,BLM,ppi,-1,694|1268
598,1268,Q12888,O14757,TP53BP1,CHEK1,ppi,-1,598|1268
1233,1960,Q06609,O15315,RAD51,RAD51B,ppi,-1,1233|1960
1121,1589,P51587,P21333,BRCA2,FLNA,ppi,-1,1121|1589
1268,93,O14757,P98170,CHEK1,XIAP,ppi,-1,93|1268
509,554,P60484,P10275,PTEN,AR,ppi,-1,509|554
69,824,P22681,P46109,CBL,CRKL,ppi,-1,69|824
1167,2097,O15169,P25054,AXIN1,APC,ppi,-1,1167|2097
1002,554,P06400,P10275,RB1,AR,ppi,-1,554|1002
1230,1788,Q13547,Q13363,HDAC1,CTBP1,ppi,-1,1230|1788
548,1788,O15379,Q13363,HDAC3,CTBP1,ppi,-1,548|1788
76,554,P38398,P10275,BRCA1,AR,ppi,-1,76|554
76,540,P38398,Q04206,BRCA1,RELA,ppi,-1,76|540
694,1346,P54132,Q15554,BLM,TERF2,ppi,-1,694|1346
1346,1031,Q15554,Q14191,TERF2,WRN,ppi,-1,1031|1346
694,1031,P54132,Q14191,BLM,WRN,ppi,-1,694|1031
69,1261,P22681,P62993,CBL,GRB2,ppi,-1,69|1261
